file_name,0,1,2,3,4,5,6,7,8,9,10,11,12
espaciovital_mid_segment_1.wav,-32.242935,57.05168,15.910299,24.784431,16.337303,11.537968,11.556126,6.621786,-0.025531836,-6.3109407,-6.7396708,-4.5305314,3.0430748
espaciovital_mid_segment_2.wav,-31.930208,60.316196,19.16786,27.503067,14.894408,9.07165,11.324903,4.988946,-0.13621849,-9.50864,-11.204639,-8.335834,-2.2927184
espaciovital_mid_segment_3.wav,-28.855244,53.650177,17.5606,29.669388,17.272285,11.598522,9.879536,1.580412,0.53219724,-7.1943407,-8.396148,-4.186161,-1.3879404
espaciovital_mid_segment_4.wav,-24.814474,51.013565,12.376909,29.590954,16.038687,12.159967,12.09472,7.342563,1.7687236,-8.217485,-9.6691475,-5.4229054,-0.6324422
espaciovital_segment_1.wav,-39.48829,50.702038,19.39982,29.271326,17.768232,10.943766,9.472227,3.8515623,1.163303,-1.8698734,-7.4692926,-7.7256956,-2.142852
espaciovital_intro_segment_3.wav,-48.221375,24.105328,45.745716,24.727985,1.4469122,-6.629957,-7.1404486,4.897628,0.271011,-2.6641507,-6.917285,-12.225561,1.697015
espaciovital_intro_segment_2.wav,-45.18085,50.236877,24.478634,24.565666,13.728032,8.221234,4.575347,0.060308903,-5.36444,-10.051754,-12.36743,-5.7398777,2.669338
espaciovital_intro_segment_1.wav,-53.98757,44.024574,19.312805,30.652462,16.54474,10.516049,7.931324,2.672947,1.6903774,-0.69357383,-7.028859,-7.6185856,-2.536084
